암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade,medicalLevel,cluster,DistanceToCenter,score,class
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,110000,서울,110004,관악구,,서울특별시 관악구 남부순환로 1485 삼남빌딩 2~6층 (신림동),1588-3330,,2015-01-13 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9156675,37.4823639,202112,,,,,0.0320893221610925,0.4285714285714285,0.6,0.12179487179487178,0,0.1591918211895641,0.8135919025376308,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,21,병원,110000,서울,110018,송파구,,서울특별시 송파구 송이로 148 (가락동),02-403-7585,,2015-01-21 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.1240445,37.4937452,202112,,,,,0.0327780273952522,0.1428571428571428,0.6,0.16666666666666666,0,0.14282511711370752,0.7972251984617742,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,제이여성병원,21,병원,110000,서울,110010,서대문구,,"서울특별시 서대문구 통일로 442 (홍제동, 제이여성병원)",02-2153-7777,,2015-01-26 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,126.9449345,37.5885092,202112,,,,,0.0275974025974025,0.5,0.6,0.1346153846153846,0,0.2309154428613918,0.8853155242094585,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,염창환병원,21,병원,110000,서울,110018,송파구,가락동,서울특별시 송파구 오금로 296 재정빌딩 지하1층~지상5층 (가락동),02-514-1249,,2015-06-23 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,127.0137857,37.4949979,202112,,,,,0.0003443526170798,0.1428571428571428,0.6,0.12179487179487178,0,0.13119732251706293,0.7855974038651297,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,청담병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 삼성로147길 46 (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",02-2104-2000,,2015-06-25 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0456922,37.5207651,202112,,,,,0.0003443526170798,0.1428571428571428,0.6,0.14743589743589744,0,0.13632538097204594,0.7907254623201126,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,담소유병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 학동로 234 담소유빌딩 (논현동),02-542-2222,,2015-07-20 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0346344,37.5148664,202112,,,,,0.0013774104683195,0.5,0.6,0.10256410256410256,0,0.2297949568142472,0.8841950381623139,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,강남초이스정형외과병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 테헤란로 337 (역삼동, 4~9층)",02-539-2250,http://www.choicehospital.co.kr,2015-07-24 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0484885,37.5047776,202112,,,,,0.0050746701464404,0.5,0.6,0.10897435897435896,0,0.22950258254032646,0.8839026638883931,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,가자연세병원,21,병원,110000,서울,110010,서대문구,,"서울특별시 서대문구 수색로 18 2~5층 (남가좌동, 영보웨딩부페)",02-304-5660,,2015-08-11 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,126.9165989,37.5689576,202112,,,,,0.0166350794341224,0.2142857142857142,0.6,0.15384615384615383,0,0.07471131103795119,0.7291113923860179,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,지앤지병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 영동대로 626 2~10층 (삼성동, GNG병원빌딩)",1522-2030,,2015-11-24 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,127.0597063,37.5162595,202112,,,,,0.0208333333333333,0.1428571428571428,0.6,0.14743589743589744,0,0.13524410546607463,0.7896441868141413,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,새길병원,21,병원,110000,서울,110013,영등포구,,서울특별시 영등포구 영중로 59 (영등포동6가),1522-0075,,2015-11-27 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,126.9046993,37.5216832,202112,,,,,0.0324336747781723,0.5,0.6,0.14743589743589744,0,0.23300394207308409,0.8874040234211508,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,서울바른세상병원,21,병원,110000,서울,110025,금천구,,"서울특별시 금천구 시흥대로 421 (독산동, 건국빌딩)",02-2111-9700,,2015-12-02 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,126.8977443,37.4712845,202112,,,,,0.0245705251686112,0.5,0.6,0.15384615384615383,0,0.23381669069264352,0.8882167720407103,2.0
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,서울바른병원,21,병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 여의대방로 145 2~7층 (신길동, 세인트빌딩)",02-2098-8000,,2015-12-14 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,126.9199903,37.5002105,202112,,,,,0.0208732654904903,0.1428571428571428,0.6,0.11538461538461538,0,0.12954471194020745,0.7839447932882742,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,세바른병원,21,병원,110000,서울,110021,서초구,,서울특별시 서초구 서초중앙로 47 (서초동),1588-3094,,2015-12-14 00:00:00,10,0,0,0,10,0,0,0,0,0,0,0,0,127.0153417,37.4859524,202112,,,,,0.0220541021976428,0.2142857142857142,0.6,0.14102564102564102,0,0.06770778672609824,0.7221078680741649,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 성누가의료재단 성누가병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 통일로 726 불광메디컬타워 1~12층 (불광동),1661-9666,,2016-01-21 00:00:00,7,0,0,0,4,0,0,0,1,2,0,0,0,126.9302534,37.6104968,202112,,,,,0.027396098717869,0.4285714285714285,0.6,0.20512820512820512,0,0.1857304160325319,0.8401304973805986,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,올바른서울병원,21,병원,110000,서울,110002,강동구,,서울특별시 강동구 양재대로 1525 명품빌딩 (천호동),02-1588-7740,,2016-01-27 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,127.1412951,37.5420953,202112,,,,,0.0288841939559642,0.5,0.6,0.17307692307692307,0,0.23850791742667027,0.892907998774737,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,강북연세병원,21,병원,110000,서울,110022,노원구,,서울특별시 노원구 동일로 996 (공릉동),02-1800-0755,,2016-03-10 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,127.0754877,37.6191956,202112,,,,,0.0329258062511651,0.5,0.6,0.16025641025641024,0,0.23555160768366457,0.8899516890317313,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,늘찬병원,21,병원,110000,서울,110019,중랑구,,서울특별시 중랑구 봉우재로 234 (망우동),02-1644-0710,www.neulchan.co.kr,2016-07-05 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,127.0988923,37.595185,202112,,,,,0.0292285465730441,0.4285714285714285,0.6,0.14102564102564102,0,0.161783291695963,0.8161833730440298,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,참바로병원,21,병원,110000,서울,110017,중구,,"서울특별시 중구 다산로 258 2,3층 (흥인동, 리마크빌)",02-2234-8585,,2016-09-13 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,127.0166374,37.5657465,202112,,,,,0.0169794320512023,0.2857142857142857,0.6,0.12179487179487178,0,0.024809749988235704,0.6792098313363024,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,혜민안과병원,21,병원,110000,서울,110018,송파구,,서울특별시 송파구 중대로 122 (가락동),02-3012-1800,,2016-12-22 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,127.1219354,37.4938555,202112,,,,,0.0006887052341597,0.3571428571428571,0.6,0.05128205128205128,0,0.10522535710726552,0.7596254384553323,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,민트병원,21,병원,110000,서울,110018,송파구,,서울특별시 송파구 정의로8길 7 한스 (문정동),02-2088-3000,,2017-01-31 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,127.1159205,37.4862139,202112,,,,,0.0521227412235011,0.1428571428571428,0.6,0.14102564102564102,0,0.13782746950475,0.7922275508528167,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,더서울병원,21,병원,110000,서울,110012,성북구,,서울특별시 성북구 아리랑로 16 (동선동4가),02-929-2114,,2017-03-31 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.0165047,37.5942338,202112,,,,,0.0173237846682822,0.2857142857142857,0.6,0.15384615384615383,0,0.05035280894186584,0.7047528902899326,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,서재곤링커병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 백제고분로 436 (송파동, 서재곤링커병원)",02-2284-2001,,2017-04-07 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,127.1120907,37.5095167,202112,,,,,0.0169794320512023,0.5,0.6,0.12179487179487178,0,0.22957372043070115,0.8839738017787678,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,어울림병원,21,병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",02-1899-1177,,2017-09-08 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9209727,37.5133082,202112,,,,,0.0288841939559642,0.5,0.6,0.15384615384615383,0,0.23398216849461123,0.8883822498426779,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,리드힐병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 연서로 10 지하2~지상9층 (역촌동),02-382-7700,,2017-09-29 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9164512,37.6000012,202112,,,,,0.0169794320512023,0.2857142857142857,0.6,0.1794871794871795,0,0.0745073705008474,0.7289074518489141,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,9988병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 왕십리로 269 (행당동),02-2297-9988,,2017-11-23 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,127.0375193,37.5585817,202112,,,,,0.0176681372853621,0.2142857142857142,0.6,0.1282051282051282,0,0.06228909069561543,0.7166891720436821,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,연세한강병원,21,병원,110000,서울,110009,마포구,,"서울특별시 마포구 마포대로 25 대농빌딩 2,3,5층 (마포동)",02-1644-3099,,2017-12-28 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,126.944877,37.5394563,202112,,,,,0.0281954887218045,0.2142857142857142,0.6,0.15384615384615383,0,0.07542901931901405,0.7298291006670807,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,고은빛여성병원,21,병원,110000,서울,110002,강동구,,서울특별시 강동구 천호대로 1151 (길동),1577-0082,,2018-02-22 00:00:00,14,0,0,0,14,0,0,0,0,0,0,0,0,127.1393602,37.5341574,202112,,,,,0.0248425816607634,0.2857142857142857,0.6,0.15384615384615383,0,0.05084739946737838,0.7052474808154451,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,21,병원,110000,서울,110012,성북구,,서울특별시 성북구 동소문로46길 10 (하월곡동),02-912-0100,,2018-02-23 00:00:00,16,0,0,0,14,0,0,0,2,0,0,0,0,127.0293592,37.6068633,202112,,,,,0.0111053719008264,0.1428571428571428,0.6,0.10256410256410256,0,0.12956792156600086,0.7839680029140675,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,서울숭인병원,21,병원,110000,서울,110016,종로구,,서울특별시 종로구 종로 386 6.7.8.9층 (숭인동),02-737-7582,,2018-04-16 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,127.0203571,37.5740802,202112,,,,,0.0122491145218417,0.2857142857142857,0.6,0.20512820512820512,0,0.09955656911206318,0.7539566504601298,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,목동제일여성병원,21,병원,110000,서울,110020,양천구,,서울특별시 양천구 중앙로 300 (신정동),02-6927-3646,,2018-05-30 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,126.8518725,37.5230563,202112,,,,,0.0248425816607634,0.5,0.6,0.09615384615384615,0,0.22955779831601267,0.8839578796640793,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,올바로병원,21,병원,110000,서울,110021,서초구,,서울특별시 서초구 명달로 102 서원빌딩 1-6층 (서초동),02-587-8875,,2018-06-26 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,127.0043999,37.4862375,202112,,,,,0.0292285465730441,0.5,0.6,0.14743589743589744,0,0.23282399737653756,0.8872240787246043,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,서울큰나무병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 강서로 206 2,3,4,5,6층 (화곡동)",02-2695-1155,,2018-07-31 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.8380461,37.5444824,202112,,,,,0.0003443526170798,0.2142857142857142,0.6,0.11538461538461538,0,0.061853358285300274,0.716253439633367,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,강남지인병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 언주로 631 지하2층,지상2층일부,3~6층 (논현동)",02-6985-4119,,2018-09-14 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,127.03505,37.5127891,202112,,,,,0.0460601997683337,0.3571428571428571,0.6,0.16666666666666666,0,0.10880530849459928,0.763205389842666,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,장튼위튼병원,21,병원,110000,서울,110004,관악구,,서울특별시 관악구 남부순환로 1867 (봉천동),02-878-7119,,2018-10-01 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,126.957342,37.4798225,202112,,,,,0.0280477098658916,0.5,0.6,0.25641025641025644,2,0.2228768811515345,1.0574242447995954,1.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,강서바른세상병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 금낭화로 9 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",02-2603-0300,,2019-06-14 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,126.8116185,37.5661467,202112,,,,,0.0006887052341597,0.4285714285714285,0.6,0.09615384615384615,0,0.15928230866937634,0.813682390017443,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,에스앤유서울병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 공항대로 237 에이스타워 마곡 3,4,5,6층 (마곡동)",02-333-5151,,2019-06-18 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,126.8339126,37.5594527,202112,,,,,0.0317820636301497,0.4285714285714285,0.6,0.14102564102564102,0,0.16198441697981278,0.8163844983278795,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,연세바로척병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 동일로 133 (성수동2가),1522-7586,,2019-12-13 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,127.0649225,37.5444078,202112,,,,,0.0205289128734104,0.1428571428571428,0.6,0.22435897435897434,0,0.17405271862650648,0.8284527999745732,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,세솟는정형외과병원,21,병원,110000,서울,110009,마포구,,서울특별시 마포구 백범로 26 세솟는병원 (신수동),02-719-7373,,2020-02-17 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,126.9371026,37.5523808,202112,,,,,0.0169794320512023,0.5,0.6,0.12179487179487178,0,0.22957372043070115,0.8839738017787678,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,강북으뜸병원,21,병원,110000,서울,110024,강북구,,"서울특별시 강북구 도봉로 187 지하1층, 2층~5층 (미아동)",02-986-0334,,2020-03-11 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,127.0262554,37.6254074,202112,,,,,0.0285398413388844,0.5,0.6,0.15384615384615383,0,0.2339660419768927,0.8883661233249593,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,서울본브릿지병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 도곡로 214 롤스웰빌딩 지하2층, 지하1층, 지상1층 일부, 지상2~7층 (도곡동)",02-1899-0090,,2020-05-15 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0424459,37.4924788,202112,,,,,0.027396098717869,0.2857142857142857,0.6,0.12179487179487178,0,0.02660600720397558,0.6810060885520423,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,110000,서울,110024,강북구,,"서울특별시 강북구 도봉로 77 지하2층~지하1층, 3층~8층층 (미아동)",02-1670-8875,www.seouluhospital.com,2020-08-28 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,127.0296,37.61601,202112,,,,,0.0320893221610925,0.0714285714285714,0.6,0.17307692307692307,0,0.21125159978540073,0.8656516811334675,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,새숨병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 정의로8길 4 KDG70타워 2,3,4층 (문정동)",02-449-7588,,2020-08-31 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,127.1157088,37.485699,202112,,,,,0.0003443526170798,0.3571428571428571,0.6,0.08974358974358973,0,0.0906150616993073,0.745015143047374,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,바른사랑병원,21,병원,110000,서울,110004,관악구,,"서울특별시 관악구 신원로 35 삼모 더 프라임 타워 3,7층 (신림동)",02-878-8875,,2020-12-22 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.9290563,37.4823204,202112,,,,,0.0169794320512023,0.3571428571428571,0.6,0.09615384615384615,0,0.08784845396923187,0.7422485353172986,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,강남와이케이병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 학동로 233 디와이빌딩 3층 일부,4~6층 (논현동)",02-6967-8200,,2021-01-26 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,127.0347193,37.5155109,202112,,,,,0.0270517461007891,0.5,0.6,0.09615384615384615,0,0.22963662567509802,0.8840367070231647,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,서울세계로병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 위례서로 248 지하1층, 5~12층 (거여동)",02-1670-9111,,2021-02-25 00:00:00,17,1,0,0,16,0,0,0,0,0,0,0,0,127.1422629,37.4866428,202112,,,,,0.0441214077225898,0.5,0.6,0.09615384615384615,0,0.2309583267828155,0.8853584081308822,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,새로운병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 학동로 121 새로운병원빌딩 지하1층일부~7층 (논현동),1577-0212,,2021-05-31 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,127.0243422,37.5122594,202112,,,,,0.0173237846682822,0.4285714285714285,0.6,0.1282051282051282,0,0.1592370356464554,0.8136371169945221,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,위비앙병원,21,병원,110000,서울,110009,마포구,,서울특별시 마포구 신촌로 240 (아현동),02-6207-8811,,2021-07-28 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,126.9524149,37.5569548,202112,,,,,0.0003443526170798,0.5,0.6,0.11538461538461538,0,0.22993281748462285,0.8843328988326895,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,두발로병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 압구정로30길 45 2~4층 (신사동),1833-2280,,2021-08-31 00:00:00,7,1,0,0,6,0,0,0,0,0,0,0,0,127.0294194,37.5243393,202112,,,,,0.0233544864226682,0.3571428571428571,0.6,0.16666666666666666,0,0.10520812983908011,0.7596082111871468,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,참요양병원,28,요양병원,110000,서울,110003,강서구,,서울특별시 강서구 강서로 182 (화곡동),02-2605-2114,http://www.gangseochamhospital.co.kr,2001-08-01 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,126.839657,37.5428714,202112,,,,,0.0119047619047619,0.0714285714285714,0.6,0.019230769230769232,0,0.21922377878598603,0.8736238601340527,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인유라의료재단 온누리요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 화랑로 271 (장위동),02-919-2700,http://www.onnurihosp.co.kr/seongbuk/index.asp,2005-12-07 00:00:00,6,1,0,0,4,0,0,0,0,1,0,0,0,127.0587817,37.6121291,202112,,,,,0.0122491145218417,0.0714285714285714,0.6,0.04487179487179487,0,0.21016024692642252,0.8645603282744893,2.0
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,선의요양병원,28,요양병원,110000,서울,110022,노원구,,서울특별시 노원구 동일로 1419 9층~11층 (상계동),02-3391-3992,http://sunnycare.kr/home/index.php,2005-12-27 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,127.060003,37.6553216,202112,,,,,0.0,0.0714285714285714,0.6,0.012820512820512822,0,0.22252524720058706,0.8769253285486538,2.0
