암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,주소,전화번호,병원URL,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,x좌표,y좌표,조사기간,병원홈페이지,조산사 인원수,좌표(X),좌표(Y),equitments,levels,grade,medicalLevel,cluster,DistanceToCenter,score,class,lat,lon
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,어울림병원,21,병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",02-1899-1177,,2017-09-08 00:00:00,7,0,0,0,7,0,0,0,0,0,0,0,0,126.9209727,37.5133082,202112,,,,,0.0288841939559642,0.5,0.6,0.1538461538461538,0,0.2339821684946112,0.8883822498426779,2.0,37.513304886166,126.920961667237
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,리드힐병원,21,병원,110000,서울,110015,은평구,,서울특별시 은평구 연서로 10 지하2~지상9층 (역촌동),02-382-7700,,2017-09-29 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,126.9164512,37.6000012,202112,,,,,0.0169794320512023,0.2857142857142857,0.6,0.1794871794871795,0,0.0745073705008474,0.7289074518489141,2.0,37.5999863665584,126.91645570925
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,9988병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 왕십리로 269 (행당동),02-2297-9988,,2017-11-23 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,127.0375193,37.5585817,202112,,,,,0.0176681372853621,0.2142857142857142,0.6,0.1282051282051282,0,0.0622890906956154,0.7166891720436821,2.0,37.5586057086894,127.037479052118
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,연세한강병원,21,병원,110000,서울,110009,마포구,,"서울특별시 마포구 마포대로 25 대농빌딩 2,3,5층 (마포동)",02-1644-3099,,2017-12-28 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,126.944877,37.5394563,202112,,,,,0.0281954887218045,0.2142857142857142,0.6,0.1538461538461538,0,0.075429019319014,0.7298291006670807,2.0,37.539374073789,126.94483383803
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,고은빛여성병원,21,병원,110000,서울,110002,강동구,,서울특별시 강동구 천호대로 1151 (길동),1577-0082,,2018-02-22 00:00:00,14,0,0,0,14,0,0,0,0,0,0,0,0,127.1393602,37.5341574,202112,,,,,0.0248425816607634,0.2857142857142857,0.6,0.1538461538461538,0,0.0508473994673783,0.7052474808154451,2.0,37.5341560838916,127.139335813162
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,21,병원,110000,서울,110012,성북구,,서울특별시 성북구 동소문로46길 10 (하월곡동),02-912-0100,,2018-02-23 00:00:00,16,0,0,0,14,0,0,0,2,0,0,0,0,127.0293592,37.6068633,202112,,,,,0.0111053719008264,0.1428571428571428,0.6,0.1025641025641025,0,0.1295679215660008,0.7839680029140675,2.0,37.6068633235053,127.029359244458
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,서울숭인병원,21,병원,110000,서울,110016,종로구,,서울특별시 종로구 종로 386 6.7.8.9층 (숭인동),02-737-7582,,2018-04-16 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,127.0203571,37.5740802,202112,,,,,0.0122491145218417,0.2857142857142857,0.6,0.2051282051282051,0,0.0995565691120631,0.7539566504601298,2.0,37.5740805443826,127.020352393515
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,목동제일여성병원,21,병원,110000,서울,110020,양천구,,서울특별시 양천구 중앙로 300 (신정동),02-6927-3646,,2018-05-30 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,126.8518725,37.5230563,202112,,,,,0.0248425816607634,0.5,0.6,0.0961538461538461,0,0.2295577983160126,0.8839578796640793,2.0,37.5230563143626,126.851872560398
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,올바로병원,21,병원,110000,서울,110021,서초구,,서울특별시 서초구 명달로 102 서원빌딩 1-6층 (서초동),02-587-8875,,2018-06-26 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,127.0043999,37.4862375,202112,,,,,0.0292285465730441,0.5,0.6,0.1474358974358974,0,0.2328239973765375,0.8872240787246043,2.0,37.4862288033541,127.004386280268
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,서울큰나무병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 강서로 206 2,3,4,5,6층 (화곡동)",02-2695-1155,,2018-07-31 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.8380461,37.5444824,202112,,,,,0.0003443526170798,0.2142857142857142,0.6,0.1153846153846153,0,0.0618533582853002,0.716253439633367,2.0,37.5445253885171,126.838042848917
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,강남지인병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 언주로 631 지하2층,지상2층일부,3~6층 (논현동)",02-6985-4119,,2018-09-14 00:00:00,12,0,0,0,12,0,0,0,0,0,0,0,0,127.03505,37.5127891,202112,,,,,0.0460601997683337,0.3571428571428571,0.6,0.1666666666666666,0,0.1088053084945992,0.763205389842666,2.0,37.5128025510754,127.03506818071
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,장튼위튼병원,21,병원,110000,서울,110004,관악구,,서울특별시 관악구 남부순환로 1867 (봉천동),02-878-7119,,2018-10-01 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,126.957342,37.4798225,202112,,,,,0.0280477098658916,0.5,0.6,0.2564102564102564,2,0.2228768811515345,1.0574242447995954,1.0,37.4798286942741,126.957305110343
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,강서바른세상병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 금낭화로 9 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",02-2603-0300,,2019-06-14 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,126.8116185,37.5661467,202112,,,,,0.0006887052341597,0.4285714285714285,0.6,0.0961538461538461,0,0.1592823086693763,0.813682390017443,2.0,37.5661373795288,126.811603359943
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,에스앤유서울병원,21,병원,110000,서울,110003,강서구,,"서울특별시 강서구 공항대로 237 에이스타워 마곡 3,4,5,6층 (마곡동)",02-333-5151,,2019-06-18 00:00:00,11,0,0,0,11,0,0,0,0,0,0,0,0,126.8339126,37.5594527,202112,,,,,0.0317820636301497,0.4285714285714285,0.6,0.141025641025641,0,0.1619844169798127,0.8163844983278795,2.0,37.5594526887597,126.833912548403
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,연세바로척병원,21,병원,110000,서울,110011,성동구,,서울특별시 성동구 동일로 133 (성수동2가),1522-7586,,2019-12-13 00:00:00,8,0,0,0,8,0,0,0,0,0,0,0,0,127.0649225,37.5444078,202112,,,,,0.0205289128734104,0.1428571428571428,0.6,0.2243589743589743,0,0.1740527186265064,0.8284527999745732,2.0,37.5444022833818,127.064910617121
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,세솟는정형외과병원,21,병원,110000,서울,110009,마포구,,서울특별시 마포구 백범로 26 세솟는병원 (신수동),02-719-7373,,2020-02-17 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,126.9371026,37.5523808,202112,,,,,0.0169794320512023,0.5,0.6,0.1217948717948717,0,0.2295737204307011,0.8839738017787678,2.0,37.5523913517494,126.937094594573
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,강북으뜸병원,21,병원,110000,서울,110024,강북구,,"서울특별시 강북구 도봉로 187 지하1층, 2층~5층 (미아동)",02-986-0334,,2020-03-11 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,127.0262554,37.6254074,202112,,,,,0.0285398413388844,0.5,0.6,0.1538461538461538,0,0.2339660419768927,0.8883661233249593,2.0,37.6254205559935,127.026184524499
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,서울본브릿지병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 도곡로 214 롤스웰빌딩 지하2층, 지하1층, 지상1층 일부, 지상2~7층 (도곡동)",02-1899-0090,,2020-05-15 00:00:00,9,0,0,0,9,0,0,0,0,0,0,0,0,127.0424459,37.4924788,202112,,,,,0.027396098717869,0.2857142857142857,0.6,0.1217948717948717,0,0.0266060072039755,0.6810060885520423,2.0,37.4924616496392,127.042417574623
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,110000,서울,110024,강북구,,"서울특별시 강북구 도봉로 77 지하2층~지하1층, 3층~8층층 (미아동)",02-1670-8875,www.seouluhospital.com,2020-08-28 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,127.0296,37.61601,202112,,,,,0.0320893221610925,0.0714285714285714,0.6,0.173076923076923,0,0.2112515997854007,0.8656516811334675,2.0,37.6160730052361,127.029551791451
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,새숨병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 정의로8길 4 KDG70타워 2,3,4층 (문정동)",02-449-7588,,2020-08-31 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,127.1157088,37.485699,202112,,,,,0.0003443526170798,0.3571428571428571,0.6,0.0897435897435897,0,0.0906150616993073,0.745015143047374,2.0,37.4856990154607,127.115708745088
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,바른사랑병원,21,병원,110000,서울,110004,관악구,,"서울특별시 관악구 신원로 35 삼모 더 프라임 타워 3,7층 (신림동)",02-878-8875,,2020-12-22 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.9290563,37.4823204,202112,,,,,0.0169794320512023,0.3571428571428571,0.6,0.0961538461538461,0,0.0878484539692318,0.7422485353172986,2.0,37.4823122359729,126.929023376476
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,강남와이케이병원,21,병원,110000,서울,110001,강남구,,"서울특별시 강남구 학동로 233 디와이빌딩 3층 일부,4~6층 (논현동)",02-6967-8200,,2021-01-26 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,127.0347193,37.5155109,202112,,,,,0.0270517461007891,0.5,0.6,0.0961538461538461,0,0.229636625675098,0.8840367070231647,2.0,37.5154979232616,127.034698883723
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,서울세계로병원,21,병원,110000,서울,110018,송파구,,"서울특별시 송파구 위례서로 248 지하1층, 5~12층 (거여동)",02-1670-9111,,2021-02-25 00:00:00,17,1,0,0,16,0,0,0,0,0,0,0,0,127.1422629,37.4866428,202112,,,,,0.0441214077225898,0.5,0.6,0.0961538461538461,0,0.2309583267828155,0.8853584081308822,2.0,37.4866427532962,127.142262855079
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,새로운병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 학동로 121 새로운병원빌딩 지하1층일부~7층 (논현동),1577-0212,,2021-05-31 00:00:00,6,0,0,0,6,0,0,0,0,0,0,0,0,127.0243422,37.5122594,202112,,,,,0.0173237846682822,0.4285714285714285,0.6,0.1282051282051282,0,0.1592370356464554,0.8136371169945221,2.0,37.5122605080308,127.024309875094
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,위비앙병원,21,병원,110000,서울,110009,마포구,,서울특별시 마포구 신촌로 240 (아현동),02-6207-8811,,2021-07-28 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,126.9524149,37.5569548,202112,,,,,0.0003443526170798,0.5,0.6,0.1153846153846153,0,0.2299328174846228,0.8843328988326895,2.0,37.556950103098,126.952447901677
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,두발로병원,21,병원,110000,서울,110001,강남구,,서울특별시 강남구 압구정로30길 45 2~4층 (신사동),1833-2280,,2021-08-31 00:00:00,7,1,0,0,6,0,0,0,0,0,0,0,0,127.0294194,37.5243393,202112,,,,,0.0233544864226682,0.3571428571428571,0.6,0.1666666666666666,0,0.1052081298390801,0.7596082111871468,2.0,37.5243502735902,127.029403239407
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,참요양병원,28,요양병원,110000,서울,110003,강서구,,서울특별시 강서구 강서로 182 (화곡동),02-2605-2114,http://www.gangseochamhospital.co.kr,2001-08-01 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,126.839657,37.5428714,202112,,,,,0.0119047619047619,0.0714285714285714,0.6,0.0192307692307692,0,0.219223778785986,0.8736238601340527,2.0,37.5428753363456,126.839654113753
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인유라의료재단 온누리요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 화랑로 271 (장위동),02-919-2700,http://www.onnurihosp.co.kr/seongbuk/index.asp,2005-12-07 00:00:00,6,1,0,0,4,0,0,0,0,1,0,0,0,127.0587817,37.6121291,202112,,,,,0.0122491145218417,0.0714285714285714,0.6,0.0448717948717948,0,0.2101602469264225,0.8645603282744893,2.0,37.612172033062,127.058810210037
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,선의요양병원,28,요양병원,110000,서울,110022,노원구,,서울특별시 노원구 동일로 1419 9층~11층 (상계동),02-3391-3992,http://sunnycare.kr/home/index.php,2005-12-27 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,127.060003,37.6553216,202112,,,,,0.0,0.0714285714285714,0.6,0.0128205128205128,0,0.222525247200587,0.8769253285486538,2.0,37.6553094384019,127.059846120108
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,강북연세요양병원,28,요양병원,110000,서울,110010,서대문구,,서울특별시 서대문구 성산로 335 (연희동),02-335-2277,,2006-02-20 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,126.9276697,37.5661224,202112,,,,,0.0049019607843137,0.0714285714285714,0.6,0.0192307692307692,0,0.2195222905506565,0.8739223718987232,2.0,37.5661781334512,126.927652047919
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,보문효사랑요양병원,28,요양병원,110000,서울,110012,성북구,,서울특별시 성북구 보문로 46 (보문동7가),02-929-3355,,2006-09-11 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,127.0227418,37.5797389,202112,,,,,0.0084670231729055,0.0714285714285714,0.6,0.0192307692307692,0,0.2193424359754387,0.8737425173235054,2.0,37.5797357433539,127.022723646794
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,마리아성모요양병원,28,요양병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 영중로 122 (영등포동8가, 일이빌딩)",02-2069-0000,,2006-09-13 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,126.905982,37.5271374,202112,,,,,0.0089126559714795,0.0714285714285714,0.6,0.0192307692307692,0,0.2193240183799735,0.8737240997280402,2.0,37.5271336588048,126.905961808226
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울은빛요양병원,28,요양병원,110000,서울,110013,영등포구,,서울특별시 영등포구 양평로22사길 9 (양평동5가),02-2634-7000,http://www.sslh.co.kr,2006-12-01 00:00:00,6,0,0,0,5,0,0,0,0,0,0,0,1,126.8950234,37.5408377,202112,,,,,0.0119047619047619,0.0714285714285714,0.6,0.0576923076923076,0,0.2066891955893093,0.8610892769373761,2.0,37.5408185591679,126.895011615243
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,효성요양병원,28,요양병원,110000,서울,110024,강북구,,"서울특별시 강북구 삼양로 204 (미아동, 효성요양병원)",02-988-9456,http://www.hshospi.com/,2007-01-17 00:00:00,4,0,0,0,3,0,0,0,0,1,0,0,0,127.0204711,37.6220368,202112,,,,,0.0003443526170798,0.0714285714285714,0.6,0.0192307692307692,0,0.2198362189585371,0.8742363003066038,2.0,37.6220309133259,127.020454038954
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,신화요양병원,28,요양병원,110000,서울,110013,영등포구,,서울특별시 영등포구 영중로 100 (영등포동7가),02-2632-8114,http://www.shinhwahp.com/,2007-03-12 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,126.9056672,37.5251061,202112,,,,,0.0119047619047619,0.0714285714285714,0.6,0.0769230769230769,0,0.2028806797678169,0.8572807611158837,2.0,37.5251266582293,126.905824841303
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,강동성모요양병원,28,요양병원,110000,서울,110002,강동구,,서울특별시 강동구 올림픽로80길 31 로뎀빌딩 (천호동),02-488-0020,,2007-04-10 00:00:00,10,0,0,0,9,0,0,0,0,1,0,0,0,127.1271993,37.5434735,202112,,,,,0.0066844919786096,0.0714285714285714,0.6,0.0705128205128205,0,0.204173127753842,0.8585732091019087,2.0,37.5434717175686,127.127182630653
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,하나효요양병원,28,요양병원,110000,서울,110015,은평구,,서울특별시 은평구 서오릉로 149 세웅그룹빌딩 3~9층 (구산동),02-356-7007,,2007-04-11 00:00:00,4,0,0,0,4,0,0,0,0,0,0,0,0,126.916228,37.6116082,202112,,,,,0.0,0.0714285714285714,0.6,0.0256410256410256,0,0.2173587858605885,0.8717588672086553,2.0,37.6115932839556,126.916212472705
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,신우요양병원,28,요양병원,110000,서울,110007,동대문구,,"서울특별시 동대문구 한천로 207 지하1,지상1,3~6층 (전농동)",02-2214-7582,,2007-05-04 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,127.0681414,37.5795407,202112,,,,,0.0089126559714795,0.0714285714285714,0.6,0.0641025641025641,0,0.2053344820901478,0.8597345634382145,2.0,37.579542482041,127.068137023958
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,양천효요양병원,28,요양병원,110000,서울,110020,양천구,,"서울특별시 양천구 오목로 121 (신정동, 양천효요양병원)",02-2696-6568,,2007-06-01 00:00:00,2,0,0,0,2,0,0,0,0,0,0,0,0,126.8511427,37.5242752,202112,,,,,0.0003443526170798,0.0714285714285714,0.6,0.0064102564102564,0,0.2253108354382008,0.8797109167862676,2.0,37.5243043661521,126.851143370152
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,햇살요양병원,28,요양병원,110000,서울,110007,동대문구,,"서울특별시 동대문구 장한로 152 지하1~2층, 지상3 ~10층 (장안동)",02-2244-5533,http://www.hatsalhospital.com,2007-06-14 00:00:00,7,2,0,0,4,0,0,0,0,0,0,0,1,127.0721814,37.5740057,202112,,,,,0.0106951871657754,0.0714285714285714,0.6,0.0833333333333333,0,0.2020410838295466,0.8564411651776134,2.0,37.5740057214541,127.072181420118
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 어울림의료재단 정성요양병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 남부순환로 1287, 정성요양병원 2.3.5층 남부순환로 107길 1287 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동)",02-863-8636,,2007-08-08 00:00:00,9,1,0,0,7,0,0,0,0,1,0,0,0,126.8938864,37.478969,202112,,,,,0.0062388591800356,0.0714285714285714,0.6,0.0256410256410256,0,0.2169383028551556,0.8713383842032224,2.0,37.478959359531,126.893863967464
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,의료법인에이치엠피의료재단녹십초요양병원,28,요양병원,110000,서울,110008,동작구,신대방동,서울특별시 동작구 시흥대로 634 (신대방동),02-848-0100,http://www.noksibchohospital.com/,2007-10-23 00:00:00,5,1,0,0,3,0,0,0,0,1,0,0,0,126.9066346,37.4883951,202112,,,,,0.0003443526170798,0.0714285714285714,0.6,0.0448717948717948,0,0.2108082959945439,0.8652083773426107,2.0,37.4883869290855,126.906621894488
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 부원의료재단 서초요양병원,28,요양병원,110000,서울,110021,서초구,,서울특별시 서초구 반포대로9길 42 (서초동),521-8275,http://www.caredr.co.kr/,2007-12-31 00:00:00,3,0,0,0,2,0,0,0,0,1,0,0,0,127.0093677,37.4831324,202112,,,,,0.0003443526170798,0.0714285714285714,0.6,0.0192307692307692,0,0.2198362189585371,0.8742363003066038,2.0,37.4831271533812,127.009352330212
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,의료법인 미소들노인전문병원,28,요양병원,110000,서울,110005,구로구,,"서울특별시 구로구 고척로21나길 88-41 (개봉동, 미소들병원)",02-3666-1114,,2008-02-25 00:00:00,9,3,0,0,6,0,0,0,0,0,0,0,0,126.8410395,37.502946,202112,,,,,0.024179919901845,0.1071428571428571,0.6,0.0512820512820512,0,0.1743833625887944,0.8287834439368611,2.0,37.5028978149919,126.841198898052
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남효요양병원,28,요양병원,110000,서울,110004,관악구,,서울특별시 관악구 남부순환로 1704 (봉천동),02-885-8080,,2008-04-15 00:00:00,5,0,0,0,5,0,0,0,0,0,0,0,0,126.9394042,37.4830572,202112,,,,,0.0066844919786096,0.0714285714285714,0.6,0.0512820512820512,0,0.2085499167359276,0.8629499980839944,2.0,37.4830441351628,126.939397101326
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,효림요양병원,28,요양병원,110000,서울,110007,동대문구,,서울특별시 동대문구 천호대로 259-1 (답십리동),02-962-1123,,2008-09-18 00:00:00,7,0,0,0,6,0,0,0,0,0,0,0,1,127.0509535,37.5686483,202112,,,,,0.0093582887700534,0.0714285714285714,0.6,0.0256410256410256,0,0.2167950933393547,0.8711951746874214,2.0,37.5686323592214,127.050944682694
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,서울효사랑요양병원,28,요양병원,110000,서울,110011,성동구,,서울특별시 성동구 동일로 93 (성수동2가),02-462-0114,,2009-06-03 00:00:00,6,1,0,0,4,0,0,0,0,1,0,0,0,127.0631075,37.5411448,202112,,,,,0.0087100956084913,0.0714285714285714,0.6,0.0192307692307692,0,0.2193322779634469,0.8737323593115136,2.0,37.54114957538,127.063100424635
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,대림요양병원,28,요양병원,110000,서울,110013,영등포구,,"서울특별시 영등포구 가마산로 381 (대림동, 한세빌딩)",02-836-7575,,2009-10-15 00:00:00,5,0,0,0,4,0,0,0,0,1,0,0,0,126.8997825,37.5026221,202112,,,,,0.0062388591800356,0.0714285714285714,0.6,0.0961538461538461,0,0.2010938945911364,0.8554939759392032,2.0,37.502617398437,126.899771629438
